date,tmax
2011-01-01,-2.666
2011-01-06,-6.628
2011-01-11,-3.124
2011-01-16,-9.988
2011-01-21,-7.062
2011-01-26,-6.846000000000001
2011-01-31,-3.19
2011-02-05,0.9560000000000001
2011-02-10,-6.802
2011-02-15,-15.494
2011-02-20,-14.687999999999999
2011-02-25,-10.986
2011-03-02,-3.114
2011-03-07,-3.4159999999999995
2011-03-12,3.25
2011-03-17,0.646
2011-03-22,2.132
2011-03-27,3.2339999999999995
2011-04-01,7.3180000000000005
2011-04-06,7.25
2011-04-11,7.302
2011-04-16,11.036
2011-04-21,17.122
2011-04-26,20.798
2011-05-01,22.432
2011-05-06,20.118000000000002
2011-05-11,21.006
2011-05-16,21.194
2011-05-21,26.006
2011-05-26,23.880000000000003
2011-05-31,26.692
2011-06-05,24.692
2011-06-10,24.686
2011-06-15,26.576
2011-06-20,26.131999999999998
2011-06-25,24.806
2011-06-30,26.444
2011-07-05,25.34
2011-07-10,27.451999999999998
2011-07-15,31.215999999999998
2011-07-20,31.04
2011-07-25,31.778
2011-07-30,23.98
2011-08-04,23.556
2011-08-09,31.506
2011-08-14,28.125999999999998
2011-08-19,20.764
2011-08-24,22.913999999999998
2011-08-29,26.546
2011-09-03,19.240000000000002
2011-09-08,16.53
2011-09-13,20.024
2011-09-18,19.806
2011-09-23,17.4
2011-09-28,13.112
2011-10-03,13.85
2011-10-08,17.934
2011-10-13,7.322
2011-10-18,8.876
2011-10-23,5.688000000000001
2011-10-28,7.417999999999999
2011-11-02,4.644
2011-11-07,0.0019999999999999575
2011-11-12,-0.348
2011-11-17,1.002
2011-11-22,-2.504
2011-11-27,1.7120000000000002
2011-12-02,3.678
2011-12-07,1.506
2011-12-12,0.812
2011-12-17,2.222
2011-12-22,-0.7780000000000001
2011-12-27,3.226
2012-01-01,0.32599999999999996
2012-01-06,1.7
2012-01-11,-0.32000000000000006
2012-01-16,-5.8
2012-01-21,-10.0
2012-01-26,-11.1
2012-01-31,-17.246000000000002
2012-02-05,-14.006
2012-02-10,-13.559999999999999
2012-02-15,-8.706
2012-02-20,-3.4620000000000006
2012-02-25,0.4619999999999999
2012-03-01,-3.308
2012-03-06,-6.378
2012-03-11,0.1379999999999999
2012-03-16,3.3940000000000006
2012-03-21,2.93
2012-03-26,2.732
2012-03-31,4.462
2012-04-05,13.331999999999999
2012-04-10,14.24
2012-04-15,21.446
2012-04-20,20.584
2012-04-25,24.976
2012-04-30,21.381999999999998
2012-05-05,26.222
2012-05-10,28.112000000000002
2012-05-15,26.556
2012-05-20,25.11
2012-05-25,20.622
2012-05-30,19.444
2012-06-04,23.556
2012-06-09,29.127999999999997
2012-06-14,26.556
2012-06-19,26.0
2012-06-24,25.058
2012-06-29,24.778
2012-07-04,28.887999999999998
2012-07-09,30.333999999999996
2012-07-14,26.334000000000003
2012-07-19,24.838
2012-07-24,28.838
2012-07-29,29.815999999999995
2012-08-03,33.556
2012-08-08,28.54
2012-08-13,25.332
2012-08-18,20.778
