date,tmax
2011-01-31,-5.946774193548387
2011-02-28,-8.532142857142857
2011-03-31,0.13935483870967738
2011-04-30,11.804333333333334
2011-05-31,22.63064516129032
2011-06-30,25.485
2011-07-31,29.057741935483868
2011-08-31,25.135483870967743
2011-09-30,18.53666666666667
2011-10-31,10.265161290322581
2011-11-30,1.1116666666666668
2011-12-31,1.694193548387097
2012-01-31,-4.612580645161291
2012-02-29,-9.157586206896552
2012-03-31,0.08193548387096783
2012-04-30,17.043666666666667
2012-05-31,24.480967741935483
2012-06-30,25.142333333333333
2012-07-31,27.695806451612906
2012-08-31,25.779032258064515
2012-09-30,19.853333333333335
2012-10-31,13.883225806451613
2012-11-30,4.968
2012-12-31,-3.490322580645161
2013-01-31,-3.2277419354838712
2013-02-28,-0.9142857142857143
2013-03-31,-0.37709677419354837
2013-04-30,15.052
2013-05-31,25.182258064516127
2013-06-30,26.255
2013-07-31,25.27064516129032
2013-08-31,25.14
2013-09-30,14.691333333333334
2013-10-31,10.457096774193548
2013-11-30,6.789
2013-12-31,-0.6148387096774192
2014-01-31,-6.225806451612903
2014-02-28,-0.8714285714285713
2014-03-31,7.446451612903226
2014-04-30,13.479666666666667
2014-05-31,24.393870967741936
2014-06-30,22.971999999999998
2014-07-31,28.291935483870965
2014-08-31,27.713548387096775
2014-09-30,19.953333333333333
2014-10-31,10.791290322580645
2014-11-30,1.739
2014-12-31,-1.8464516129032256
2015-01-31,-2.4303225806451616
2015-02-28,-0.9417857142857143
2015-03-31,5.65483870967742
2015-04-30,12.606
2015-05-31,21.831290322580646
2015-06-30,25.524333333333335
2015-07-31,25.68322580645161
2015-08-31,25.741290322580646
2015-09-30,23.270333333333333
2015-10-31,8.878709677419355
2015-11-30,5.066999999999999
2015-12-31,1.4648387096774196
