DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20150101,2444.7596195899423,-10.627758548621575,-4.995574035589337,0.34998446469444544,4.51,0.68,
20150102,2575.3333872833045,-10.731814605278148,-5.091092529492595,0.3420676906514917,5.11,0.96,
20150103,2625.551691267141,-10.846534650656917,-5.019447613392893,0.3495376018242615,6.33,1.14,
20150104,2699.011607942044,-10.940187046241071,-5.1115627219757815,0.34858310420879046,5.75,0.59,
20150105,2611.0285618793096,-11.02343968900429,-5.121399373398804,0.34855450347385486,3.33,1.33,
20150106,2649.7660013388795,-11.197927210245933,-5.197280676293866,0.3473044481553692,3.57,0.2099999999999999,
20150107,2890.6761085250255,-11.375895970529314,-5.315332489846432,0.3416094975582923,3.3,0.0,
20150108,3030.2807380903087,-11.363599883059608,-5.415281601433998,0.33518945159626623,3.24,0.03,
20150109,3175.4217352772903,-11.505172469257984,-5.541253887806176,0.3265869177156473,7.13,2.28,
20150110,3233.97809483367,-11.65652760445772,-5.500494974201546,0.3334895292354235,4.07,1.91,
20150111,3309.8896585726106,-11.784721417428436,-5.6229041000876006,0.33210531809039734,6.44,2.6100000000000003,
20150112,3218.9937927698265,-11.899274729812635,-5.6614428523071805,0.33179896770837103,6.09,0.2299999999999999,
20150113,3250.137003711605,-12.100762046429146,-5.76347645625439,0.33043266629602697,6.86,0.81,
20150114,3479.5927932153263,-12.30047561660674,-5.904231369061728,0.3247877319867679,5.21,0.07,
20150115,3604.815696655998,-12.303837234533097,-6.0226082237788265,0.31858413986448886,3.25,0.4599999999999999,
20150116,3733.6615226251142,-12.454282908289956,-6.161992824920992,0.31036041469719866,2.13,0.39,
20150117,3775.072214291009,-12.607172676724861,-6.12898749960995,0.3177962887266397,4.36,0.19,
20150118,3834.0660503600266,-12.729157956660423,-6.252953362136916,0.31708860936908156,4.73,0.29,
20150119,3727.54067612797,-12.82950582243036,-6.286425063323415,0.3175882018984969,2.22,2.32,
20150120,3745.351968946352,-13.008686338520647,-6.376455687681636,0.31714138488711574,4.43,0.92,
20150121,3964.7010503712763,-13.17803166348367,-6.498075575151487,0.3125122862534562,5.42,1.52,
20150122,4083.8603314320817,-13.143139871183005,-6.590104206481639,0.3074030659875022,3.96,0.37,
20150123,4211.369458648913,-13.247748966975175,-6.695957995375485,0.3003344858666006,4.75,0.14,
20150124,4256.7003082730425,-13.347633783853059,-6.622376480984334,0.3089692031546375,5.51,0.08,
20150125,4325.232331082781,-13.409958591475847,-6.698957707289866,0.30948825265210833,6.16,0.59,
20150126,4234.046162271977,-13.444585300805809,-6.678564620660316,0.3112284041826552,3.38,1.99,
20150127,4272.998752123679,-13.552643881283139,-6.708660430827292,0.3120240783545438,3.3,6.630000000000001,
20150128,4519.112401428967,-13.646174205391052,-6.76475700739015,0.3086299570105736,1.26,0.4499999999999999,
20150129,4670.308478738654,-13.531512749309647,-6.786215750013723,0.30474138683217145,3.02,1.25,
20150130,4834.616400899404,-13.553150082098558,-6.817044069171173,0.29887501285044715,5.48,0.95,
20150131,4920.856571051205,-13.56761224284796,-6.664610250732606,0.30869201941742963,8.85,4.67,
20150201,5033.6379707973965,-13.542799201703641,-6.659167748778737,0.3103744476352851,4.84,22.74,
20150202,4989.1775826764815,-13.489280589797454,-6.554250966979586,0.3132622848432127,4.09,7.41,
20150203,5076.404050985518,-13.50885554959732,-6.49800066839258,0.3151950210913764,4.14,6.66,
20150204,5371.377034948407,-13.514186082525365,-6.466603241600195,0.31293382426029115,2.77,1.86,
20150205,5571.052048400972,-13.312177409553723,-6.400083375554429,0.31018145016564935,2.35,3.25,
20150206,5782.520362603869,-13.247831289218611,-6.343093351268751,0.3054623442969394,3.47,2.35,
20150207,5913.721671124348,-13.17812533187733,-6.103621752319446,0.31644533398605723,3.81,0.8699999999999999,
20150208,6068.469259221734,-13.07135137752421,-6.0125126263602,0.31931940187538044,5.2,3.15,
20150209,6062.293970397175,-12.938412932389443,-5.82385710824394,0.32343025804634606,2.4,0.2099999999999999,
20150210,6183.568593301387,-12.881388273403823,-5.686315561827088,0.3266214266497808,2.34,0.07,
20150211,6507.943461290479,-12.81316831245045,-5.57655435824527,0.32565601804729816,1.41,0.09,
20150212,6732.1225411217465,-12.540842420060107,-5.435036712152291,0.3242363199259306,2.38,0.19,
20150213,6963.109229969187,-12.409557817946641,-5.306810639660112,0.3208836783337534,2.06,0.24,
20150214,7108.91937388432,-12.276405237783093,-5.000216689690923,0.33326107839837704,1.17,0.26,
20150215,7273.601241882904,-12.109763578300607,-4.84640633256296,0.33754892282770455,3.66,0.36,
20150216,7273.068918113553,-11.920603239090168,-4.599732877493619,0.3430817287596888,7.39,0.09,
20150217,7396.211078028728,-11.811054453096784,-4.409072853724869,0.34768945782780736,3.57,0.01,
20150218,7719.306446084852,-11.69404946262457,-4.251261873652631,0.34811964526884176,2.21,0.04,
20150219,7939.775863637526,-11.376711540067776,-4.066884328346568,0.348057452257992,3.47,0.31,
20150220,8165.400965181248,-11.20421631996637,-3.901059940685453,0.3460060992874824,3.49,0.4299999999999999,
20150221,8305.007857783645,-11.03367805750477,-3.562149824666262,0.35961007373750464,5.12,1.83,
20150222,8463.456494879283,-10.833493526592353,-3.3812729683784717,0.36503159012822883,4.68,0.0,
20150223,8457.443209470424,-10.614643280783076,-3.1126950825430537,0.37158800160163397,4.45,0.05,
20150224,8576.579389485265,-10.479256705991672,-2.905147854384639,0.37709385374638293,5.15,0.01,
20150225,8897.778592103401,-10.340249874942142,-2.7352627617522476,0.37828372184191245,5.64,0.01,
20150226,9118.982976028707,-10.004709421780568,-2.5433589611467777,0.3788329307403643,4.16,0.95,
20150227,9348.359921218607,-9.817748164875567,-2.374228458750041,0.37723859081943933,4.82,7.05,
20150228,9494.967995614701,-9.636385389001234,-2.03584141029223,0.39114332014911335,3.49,1.03,
20150301,9663.733593565283,-9.428884819925822,-1.8588626697783592,0.3967121104978379,1.09,0.25,
