date,wind
2011-01-01,4.0826212121220005
2011-01-06,3.043383771932
2011-01-11,2.969289251208
2011-01-16,2.571587121212
2011-01-21,2.869363636364
2011-01-26,3.4211484848479996
2011-01-31,3.25096218709
2011-02-05,5.577333333332
2011-02-10,5.76930952381
2011-02-15,3.019970760236
2011-02-20,4.2071503267959995
2011-02-25,4.24970238095
2011-03-02,3.939208333334
2011-03-07,2.893037528602
2011-03-12,3.8515833333320004
2011-03-17,2.924390085638
2011-03-22,5.347095238094
2011-03-27,3.670229578392
2011-04-01,4.135329192548
2011-04-06,3.5917651515160003
2011-04-11,2.61463778966
2011-04-16,4.076749999998
2011-04-21,2.6172427567578
2011-04-26,2.177789845938
2011-05-01,1.9267077928619998
2011-05-06,3.5447908902679997
2011-05-11,2.3209372294360002
2011-05-16,2.44223625731
2011-05-21,2.077875252526
2011-05-26,3.317613636364
2011-05-31,3.14032341724
2011-06-05,3.4224788502879995
2011-06-10,2.300315789474
2011-06-15,2.8384958626500003
2011-06-20,3.689902832674
2011-06-25,2.2807379317840004
2011-06-30,2.570982300116
2011-07-05,2.881916161616
2011-07-10,2.549946398124
2011-07-15,1.8544260504219998
2011-07-20,3.4310125072920004
2011-07-25,2.7379686008779998
2011-07-30,2.536495614036
2011-08-04,2.676640151514
2011-08-09,2.993899313502
2011-08-14,2.4047720057740003
2011-08-19,2.632969885186
2011-08-24,2.389374834146
2011-08-29,2.2202312091499996
2011-09-03,2.763138095238
2011-09-08,4.652810606062
2011-09-13,2.984576948052
2011-09-18,1.996384615384
2011-09-23,3.4288151515160004
2011-09-28,3.9336601449279995
2011-10-03,3.215460053586
2011-10-08,3.7144523809520003
2011-10-13,2.2707761069326002
2011-10-18,2.617331682148
2011-10-23,2.508658201446
2011-10-28,3.2301477272740002
2011-11-02,2.993056565658
2011-11-07,4.264083333334
2011-11-12,3.4691722222220003
2011-11-17,4.007622294372
2011-11-22,3.241000000002
2011-11-27,4.205735714284
2011-12-02,4.218833333332
2011-12-07,2.626043265132
2011-12-12,4.37975
2011-12-17,5.411616666668
2011-12-22,3.551162698412
2011-12-27,4.751500000001999
2012-01-01,2.8707500000020003
2012-01-06,3.068913043478
2012-01-11,2.295583333334
2012-01-16,1.78572826087
2012-01-21,3.865916666666
2012-01-26,3.752249999998
2012-01-31,2.579583333332
2012-02-05,2.960500000002
2012-02-10,2.5980833333340003
2012-02-15,2.53691666667
2012-02-20,2.641916666666
2012-02-25,2.123333333334
2012-03-01,2.999833333332
2012-03-06,2.8396666666679997
2012-03-11,4.833333333334
2012-03-16,4.138822463767999
2012-03-21,5.1047727272720005
2012-03-26,4.704738283456
2012-03-31,4.1307857142860005
2012-04-05,3.380725428194
2012-04-10,2.90582836033
2012-04-15,3.42706070017
2012-04-20,2.647950505422
2012-04-25,2.621719298246
2012-04-30,3.4579565217400003
2012-05-05,2.7212756728759997
2012-05-10,2.941831897928
2012-05-15,4.128559178746
2012-05-20,3.9397777432720007
2012-05-25,3.522273316282
2012-05-30,3.046265037594
2012-06-04,2.700124242426
2012-06-09,3.306467988152
2012-06-14,3.5919463579899995
2012-06-19,2.783655669972
2012-06-24,3.067668261564
2012-06-29,3.032987130624
2012-07-04,2.994822743328
2012-07-09,2.515293300652
2012-07-14,2.731712591902
2012-07-19,3.04671932773
2012-07-24,2.13550371517
2012-07-29,2.137369607842
2012-08-03,2.46669713991
2012-08-08,2.339065162908
2012-08-13,2.441970399698
2012-08-18,4.296335714286
2012-08-23,3.587890316206
2012-08-28,3.5739052700919998
2012-09-02,2.609907539682
2012-09-07,4.182121635610001
2012-09-12,2.77675974026
2012-09-17,2.23759546693
2012-09-22,3.107583333334
2012-09-27,3.449747442454
2012-10-02,2.657166666666
2012-10-07,3.2730207039340002
2012-10-12,3.4953809523800006
2012-10-17,2.7025471571899997
2012-10-22,3.6004333333320004
2012-10-27,5.101670289854
2012-11-01,3.5497777067360006
2012-11-06,4.314750000002
2012-11-11,3.54080781499
2012-11-16,3.048544903924
2012-11-21,2.1624265253138
2012-11-26,2.715467794486
2012-12-01,4.110422727272
2012-12-06,3.687817460316
2012-12-11,7.0015
2012-12-16,3.732024242424
2012-12-21,4.04680882353
2012-12-26,4.361347826086
2012-12-31,2.903031641604
2013-01-05,2.604265789474
2013-01-10,2.698471794872
2013-01-15,2.92709872012
2013-01-20,2.89116403162
2013-01-25,2.984972222222
2013-01-30,3.831054347826
2013-02-04,5.385373188406
2013-02-09,4.251008799172
2013-02-14,2.9375148033119998
2013-02-19,1.776910839162
2013-02-24,2.8578380952380003
2013-03-01,3.9964245718040003
2013-03-06,4.324873913044
2013-03-11,4.178608979824
2013-03-16,3.934363636364
2013-03-21,5.443761904762001
2013-03-26,3.70605171278
2013-03-31,3.8384642857160003
