tavg,tmin,tmax,wind,globrad,precip,relhumid,de-date
-7.076666666666667,-9.125,-5.056666666666667,2.9883333333333333,2.35,1.2266666666666666,93.86666666666667,01.01.2017
-6.165,-8.266666666666667,-4.241666666666667,4.038333333333333,2.4766666666666666,0.7033333333333333,94.625,02.01.2017
-7.0249999999999995,-10.096666666666666,-4.553333333333334,3.5416666666666665,2.6,2.2383333333333333,94.335,03.01.2017
-6.830000000000001,-8.945,-5.158333333333333,4.048333333333333,2.105,1.24,95.29166666666667,04.01.2017
-6.978333333333333,-9.685,-4.683333333333333,3.263333333333333,2.4583333333333335,1.96,96.13499999999999,05.01.2017
-8.665000000000001,-11.678333333333333,-6.385000000000001,3.453333333333333,2.516666666666667,2.828333333333333,96.52166666666666,06.01.2017
-10.881666666666668,-13.713333333333333,-7.965,2.845,3.1766666666666663,1.7366666666666666,96.96,07.01.2017
-8.566666666666666,-12.236666666666666,-5.986666666666667,4.051666666666667,2.48,5.026666666666666,96.83333333333333,08.01.2017
-7.305,-9.941666666666666,-4.78,4.56,2.2116666666666664,3.7516666666666665,96.415,09.01.2017
-8.736666666666666,-11.608333333333334,-6.823333333333333,3.421666666666667,2.98,2.1816666666666666,96.89833333333333,10.01.2017
-8.258333333333333,-11.671666666666667,-5.868333333333333,4.098333333333334,2.7100000000000004,1.7066666666666668,96.80166666666666,11.01.2017
-6.685,-10.728333333333333,-2.7083333333333335,4.483333333333333,2.6666666666666665,3.046666666666667,97.40666666666668,12.01.2017
-5.733333333333333,-10.459999999999999,-2.685,4.776666666666666,2.4466666666666668,2.13,96.14666666666666,13.01.2017
-7.510000000000001,-10.844999999999999,-4.5183333333333335,3.0433333333333334,3.098333333333333,0.5299999999999999,96.37666666666667,14.01.2017
-10.398333333333333,-14.113333333333335,-6.146666666666666,2.603333333333333,3.5333333333333337,0.7433333333333333,97.07333333333334,15.01.2017
-7.313333333333333,-12.094999999999999,-3.7483333333333335,3.4066666666666667,3.64,3.848333333333333,97.15500000000002,16.01.2017
-10.648333333333333,-14.181666666666667,-6.898333333333333,3.1199999999999997,3.5116666666666667,1.4100000000000001,97.42666666666666,17.01.2017
-10.063333333333334,-13.44,-6.961666666666666,3.393333333333333,3.061666666666667,4.75,96.80166666666666,18.01.2017
-11.048333333333334,-15.163333333333334,-7.446666666666666,2.651666666666667,4.141666666666667,2.7266666666666666,98.11500000000001,19.01.2017
-11.38,-15.67,-7.906666666666666,3.8783333333333334,3.66,1.445,97.44833333333334,20.01.2017
-12.094999999999999,-15.778333333333334,-8.711666666666668,4.086666666666667,3.83,1.6066666666666667,96.86333333333334,21.01.2017
-13.543333333333335,-16.773333333333333,-10.786666666666667,4.41,3.4949999999999997,1.5733333333333333,97.30166666666666,22.01.2017
-13.763333333333334,-16.066666666666666,-10.883333333333333,4.281666666666667,3.8716666666666666,1.5,97.08333333333333,23.01.2017
-16.05666666666667,-18.995,-13.235,3.831666666666667,5.12,0.5583333333333333,96.19666666666667,24.01.2017
-17.403333333333332,-21.785,-12.768333333333333,3.283333333333333,5.0249999999999995,0.15833333333333335,97.80333333333333,25.01.2017
-18.084999999999997,-21.785,-13.238333333333335,2.6799999999999997,5.778333333333333,0.6083333333333333,97.43833333333333,26.01.2017
-15.111666666666666,-19.195,-11.126666666666665,3.858333333333333,5.3933333333333335,1.9316666666666666,97.20833333333333,27.01.2017
-12.083333333333334,-16.638333333333332,-8.209999999999999,3.8383333333333334,4.958333333333333,1.3733333333333333,96.40833333333335,28.01.2017
-11.83,-15.645000000000001,-8.66,4.8933333333333335,5.433333333333334,0.5583333333333333,95.49833333333333,29.01.2017
-13.073333333333332,-16.456666666666667,-9.43,4.676666666666667,5.364999999999999,0.6333333333333334,96.395,30.01.2017
