date,tavg
2011-01-31,-8.615645161288388
2011-02-28,-12.112529761894644
2011-03-31,-3.81283777466171
2011-04-30,6.840263888891667
2011-05-31,16.55909946236129
2011-06-30,19.78541666667333
2011-07-31,23.121115591396777
2011-08-31,19.38051075269355
2011-09-30,13.435375000003335
2011-10-31,6.692244623655377
2011-11-30,-1.2575416666671333
2011-12-31,-0.26061827957000006
2012-01-31,-6.479475806452796
2012-02-29,-12.070043103448139
2012-03-31,-2.906989247311171
2012-04-30,11.392083333326768
2012-05-31,17.936008064506453
2012-06-30,19.57981944445
2012-07-31,21.794247311825806
2012-08-31,19.83180107527742
2012-09-30,13.827875000010001
2012-10-31,9.20137096773871
2012-11-30,2.445819444444433
2012-12-31,-6.1744220430142995
2013-01-31,-5.947647849459903
2013-02-28,-3.7966517857145354
2013-03-31,-3.978508064516355
2013-04-30,9.010416666659001
2013-05-31,18.73982526880968
2013-06-30,20.55775
2013-07-31,19.661169354838712
2013-08-31,19.681196236567743
2013-09-30,11.257680555556334
2013-10-31,7.0477553763505165
2013-11-30,4.470680555554667
2013-12-31,-2.611478494623484
2014-01-31,-9.034798387100128
2014-02-28,-4.022961309524489
2014-03-31,2.4779704301079257
2014-04-30,8.242472222223233
2014-05-31,17.90170698923774
2014-06-30,17.36125
2014-07-31,21.548387096774192
2014-08-31,21.00185483870645
2014-09-30,13.620583333333666
2014-10-31,5.088306451615268
2014-11-30,-1.1679583333337666
2014-12-31,-3.625685483871584
2015-01-31,-4.711827956990968
2015-02-28,-3.76157738095225
2015-03-31,1.3775537634402257
2015-04-30,7.494333333330667
2015-05-31,15.62462365592258
2015-06-30,20.013916666666667
2015-07-31,20.283682795696773
2015-08-31,19.071908602158064
2015-09-30,16.545777777776667
2015-10-31,4.355551075268484
2015-11-30,1.8440138888892332
2015-12-31,-0.26422043010632357
