date,tavg
2011-01-01,-3.36916666667
2011-01-02,-1.87416666667
2011-01-03,-2.97333333333
2011-01-04,-4.79375
2011-01-05,-10.15125
2011-01-06,-10.88375
2011-01-07,-15.5654166667
2011-01-08,-5.79666666667
2011-01-09,-4.78375
2011-01-10,-11.25125
2011-01-11,-6.985
2011-01-12,-6.99416666667
2011-01-13,-7.14291666667
2011-01-14,-2.9325
2011-01-15,-4.09416666667
2011-01-16,-8.28708333333
2011-01-17,-14.5720833333
2011-01-18,-16.4570833333
2011-01-19,-17.4033333333
2011-01-20,-12.96
2011-01-21,-9.25083333333
2011-01-22,-8.97625
2011-01-23,-7.90375
2011-01-24,-9.66708333333
2011-01-25,-9.92
2011-01-26,-12.8004166667
2011-01-27,-10.8770833333
2011-01-28,-7.37791666667
2011-01-29,-7.42666666667
2011-01-30,-8.15083333333
2011-01-31,-5.46333333333
2011-02-01,-10.19625
2011-02-02,-5.70416666667
2011-02-03,-3.27166666667
2011-02-04,-2.17791666667
2011-02-05,-1.0475
2011-02-06,0.5875
2011-02-07,-1.14666666667
2011-02-08,-1.11
2011-02-09,0.275
2011-02-10,-6.75
2011-02-11,-12.2179166667
2011-02-12,-9.29541666667
2011-02-13,-11.0879166667
2011-02-14,-12.7170833333
2011-02-15,-17.8508333333
2011-02-16,-20.855
2011-02-17,-19.3320833333
2011-02-18,-21.5070833333
2011-02-19,-23.6970833333
2011-02-20,-21.655
2011-02-21,-20.7479166667
2011-02-22,-19.5733333333
2011-02-23,-18.3033333333
2011-02-24,-16.2945833333
2011-02-25,-16.4733333333
2011-02-26,-16.8795833333
2011-02-27,-14.6445833333
2011-02-28,-15.4770833333
2011-03-01,-15.61875
2011-03-02,-16.8379166667
2011-03-03,-10.5341666667
2011-03-04,-5.45875
2011-03-05,-2.81125
2011-03-06,-3.06791666667
2011-03-07,-6.54916666667
2011-03-08,-8.69375
2011-03-09,-9.44916666667
2011-03-10,-10.12875
2011-03-11,-10.3433333333
2011-03-12,-5.47708333333
2011-03-13,0.594583333333
2011-03-14,2.81958333333
2011-03-15,3.00666666667
2011-03-16,-0.758333333333
2011-03-17,-2.83708333333
2011-03-18,-3.79833333333
2011-03-19,-2.48833333333
2011-03-20,-1.93375
2011-03-21,-1.01708333333
2011-03-22,-0.59
2011-03-23,2.15791666667
2011-03-24,0.27875
2011-03-25,-1.58208333333
2011-03-26,-4.42833333333
2011-03-27,-4.87130434783
2011-03-28,-2.06416666667
2011-03-29,0.330416666667
2011-03-30,2.67291666667
2011-03-31,1.28
2011-04-01,-1.83625
2011-04-02,1.96166666667
2011-04-03,2.80375
2011-04-04,3.34791666667
2011-04-05,4.68333333333
2011-04-06,3.67625
2011-04-07,5.52791666667
2011-04-08,5.71916666667
2011-04-09,3.44541666667
2011-04-10,2.80541666667
2011-04-11,3.25708333333
2011-04-12,3.6775
2011-04-13,5.26291666667
2011-04-14,3.93125
2011-04-15,3.87833333333
2011-04-16,4.15416666667
2011-04-17,6.06583333333
2011-04-18,10.66875
2011-04-19,7.22416666667
2011-04-20,3.34083333333
2011-04-21,4.3525
2011-04-22,8.41166666667
2011-04-23,11.3516666667
