date,globrad
2011-01-01,2.065033102344
2011-01-06,3.173162867968
2011-01-11,1.8295179843749998
2011-01-16,3.12080745
2011-01-21,2.4419108874999997
2011-01-26,3.1166341624999996
2011-01-31,2.9762199
2011-02-05,3.2722333
2011-02-10,3.191556125
2011-02-15,8.4077378
2011-02-20,8.2065300625
2011-02-25,11.316560800000001
2011-03-02,8.599498775
2011-03-07,12.7402722
2011-03-12,11.279202100000001
2011-03-17,11.7582946
2011-03-22,10.8884842
2011-03-27,15.706124800000001
2011-04-01,18.642091999999998
2011-04-06,8.938051974999999
2011-04-11,13.631588125000002
2011-04-16,16.8400812
2011-04-21,20.05805
2011-04-26,18.407749
2011-05-01,19.1565742
2011-05-06,13.531681075
2011-05-11,20.5885716
2011-05-16,20.208817200000002
2011-05-21,22.9261756
2011-05-26,26.5316472
2011-05-31,26.298856
2011-06-05,26.2381468
2011-06-10,21.2833414
2011-06-15,23.6212928
2011-06-20,21.4805204
2011-06-25,14.135518600000001
2011-06-30,19.023723999999998
2011-07-05,20.1593826
2011-07-10,22.100140200000002
2011-07-15,23.3861336
2011-07-20,18.3955682
2011-07-25,21.735718400000003
2011-07-30,13.554336162499999
2011-08-04,18.068896375
2011-08-09,20.9069916
2011-08-14,16.388011
2011-08-19,12.2479058
2011-08-24,18.3746254
2011-08-29,18.4900692
2011-09-03,14.907107199999999
2011-09-08,8.1824867125
2011-09-13,11.89382195
2011-09-18,13.5790832
2011-09-23,11.0377892
2011-09-28,6.475048275000001
2011-10-03,6.864194962499999
2011-10-08,6.5238220625
2011-10-13,7.120553012499999
2011-10-18,6.1615722625
2011-10-23,5.100760537499999
2011-10-28,4.049248875
2011-11-02,3.8443726125
2011-11-07,3.929571025
2011-11-12,2.5731247554700003
2011-11-17,2.149299534374
2011-11-22,2.7545265757825996
2011-11-27,1.7096748281254002
2011-12-02,1.1928766504400001
2011-12-07,1.5759142554702001
2011-12-12,1.555221754688
2011-12-17,1.0766588907708
2011-12-22,1.5807353203118
2011-12-27,1.8289339924305998
2012-01-01,1.3077793335932
2012-01-06,0.38427590034180004
2012-01-11,1.2522917195316
2012-01-16,2.7469975875
2012-01-21,3.385611270312
2012-01-26,5.201424075
2012-01-31,5.2383719125
2012-02-05,6.535132450000001
2012-02-10,5.82076115
2012-02-15,4.63276235
2012-02-20,4.3977433
2012-02-25,4.730679625
2012-03-01,9.0411414625
2012-03-06,9.962107450000001
2012-03-11,10.770669175
2012-03-16,14.156945200000001
2012-03-21,9.9684613125
2012-03-26,11.750028575
2012-03-31,13.392059799999998
2012-04-05,13.219993399999998
2012-04-10,11.3804636375
2012-04-15,15.2684922
2012-04-20,16.6642816
2012-04-25,22.0267402
2012-04-30,23.3393154
2012-05-05,19.4566476
2012-05-10,22.3920006
2012-05-15,22.2617118
2012-05-20,24.510692
2012-05-25,21.3757986
2012-05-30,19.0699708
2012-06-04,18.659818725
2012-06-09,23.5500164
2012-06-14,22.860361599999997
2012-06-19,25.2151468
2012-06-24,23.6598486
2012-06-29,24.0266534
2012-07-04,23.8645284
2012-07-09,24.5103444
2012-07-14,19.7916296
2012-07-19,21.1227148
2012-07-24,24.1799206
2012-07-29,23.521008799999997
2012-08-03,20.192736
2012-08-08,19.479283
2012-08-13,17.4742374
2012-08-18,15.50768605
2012-08-23,14.8449226
2012-08-28,11.23807115
2012-09-02,16.0919974
2012-09-07,11.7637044
2012-09-12,13.301190400000001
2012-09-17,14.275707
2012-09-22,10.896709175000002
2012-09-27,11.4655535875
2012-10-02,9.094159999999999
2012-10-07,7.110519748437599
2012-10-12,4.0579867476502
2012-10-17,6.02004075
2012-10-22,3.9554309625000004
2012-10-27,2.832366763282
2012-11-01,3.774990672656
2012-11-06,2.2280776500000004
2012-11-11,3.1406164726568
2012-11-16,2.7631641875
2012-11-21,3.5859797234379998
2012-11-26,1.119581793798
2012-12-01,1.404879116407
2012-12-06,1.0914388691899999
2012-12-11,1.8252647390624
2012-12-16,3.3361619046880002
2012-12-21,2.3705163164079996
2012-12-26,1.4723358465812002
2012-12-31,1.6349109585948
2013-01-05,1.146179427343
2013-01-10,2.1904425937500003
2013-01-15,1.5440904773428
2013-01-20,1.6608198531260001
2013-01-25,3.258371725
2013-01-30,1.8859466882820002
2013-02-04,2.5182999375
2013-02-09,3.1429698125
2013-02-14,4.7890264
2013-02-19,7.231815975000001
2013-02-24,10.1980693375
2013-03-01,7.59358565
2013-03-06,10.26834025
2013-03-11,8.1732921875
2013-03-16,10.9924745875
2013-03-21,8.466505225
2013-03-26,17.462832
2013-03-31,12.6970890375
2013-04-05,14.147977800000001
2013-04-10,16.802536
2013-04-15,21.534811
2013-04-20,18.907472000000002
2013-04-25,20.309016800000002
2013-04-30,20.4907096
2013-05-05,24.4842558
2013-05-10,23.561263
2013-05-15,23.084854
2013-05-20,20.2224754
2013-05-25,18.4622138
2013-05-30,19.6043658
2013-06-04,24.865795600000002
2013-06-09,23.116152800000002
2013-06-14,23.5318722
2013-06-19,22.8553384
2013-06-24,22.8766648
2013-06-29,21.615234
2013-07-04,22.273868999999998
2013-07-09,21.3420088
2013-07-14,21.028985
2013-07-19,19.5355432
2013-07-24,16.4653496
2013-07-29,19.5665776
2013-08-03,15.295931200000002
2013-08-08,21.0417372
2013-08-13,19.8810542
2013-08-18,20.6705188
2013-08-23,15.6986094
2013-08-28,9.0736632375
2013-09-02,9.80541665
2013-09-07,11.07234
2013-09-12,8.92807885
2013-09-17,8.014729925000001
2013-09-22,5.62521780625
2013-09-27,7.975639162499999
2013-10-02,7.884093362500001
2013-10-07,7.6188609125
2013-10-12,5.860058462012001
2013-10-17,4.786720844532
2013-10-22,5.964291103906
2013-10-27,4.560913082812
2013-11-01,2.997515713282
2013-11-06,4.00844676797
2013-11-11,2.4872309859365997
2013-11-16,3.805236411718
2013-11-21,2.1866990148418
2013-11-26,1.4241448645028
2013-12-01,1.9304612328121997
2013-12-06,2.045253885938
2013-12-11,2.281672411718
2013-12-16,1.832482480466
2013-12-21,1.472323403906
2013-12-26,1.5612955039065999
2013-12-31,1.6060818000019998
2014-01-05,0.9944114109356
2014-01-10,1.3047505359376
2014-01-15,2.0851229632812
2014-01-20,3.20829795
2014-01-25,5.325435874999999
2014-01-30,6.5186804249999994
2014-02-04,4.677406362499999
2014-02-09,2.7362141625
2014-02-14,4.462516575
2014-02-19,5.60326075
2014-02-24,10.4900684
2014-03-01,5.1583901249999995
2014-03-06,12.5244164
2014-03-11,12.585200799999999
2014-03-16,9.0483480125
2014-03-21,16.2057796
2014-03-26,16.797699599999998
2014-03-31,13.608591225000001
2014-04-05,15.061072007032
2014-04-10,15.547547474999998
2014-04-15,18.3523374
2014-04-20,18.259052399999998
2014-04-25,22.095627200000003
2014-04-30,19.2455386
2014-05-05,20.2689104
2014-05-10,19.333824200000002
2014-05-15,24.7280802
2014-05-20,25.1287964
2014-05-25,21.7074444
2014-05-30,23.4550218
2014-06-04,24.9581758
2014-06-09,18.8995456
2014-06-14,20.545448399999998
2014-06-19,17.721916475
2014-06-24,17.663821437499998
2014-06-29,26.1845772
2014-07-04,20.561769599999998
2014-07-09,20.754029600000003
2014-07-14,22.171219400000002
2014-07-19,23.0011424
2014-07-24,24.3997038
2014-07-29,22.453121799999998
2014-08-03,20.506818000000003
2014-08-08,20.1893228
2014-08-13,20.457413
2014-08-18,16.878324799999998
2014-08-23,16.2674878
2014-08-28,12.1356265875
2014-09-02,17.2274444
2014-09-07,11.078291937500001
2014-09-12,15.026568600000001
2014-09-17,15.463216399999999
2014-09-22,9.094613724999999
2014-09-27,9.28414215
2014-10-02,10.5844433125
2014-10-07,10.7344376875
2014-10-12,7.897386646874
2014-10-17,5.4562896898440005
2014-10-22,7.8504108125
2014-10-27,6.987311249999999
2014-11-01,4.620737394532
2014-11-06,3.2926021890626003
2014-11-11,1.65273485625
2014-11-16,3.750743896094
2014-11-21,4.01250865
2014-11-26,2.2291372492182
2014-12-01,3.3302596
2014-12-06,1.374920871094
2014-12-11,1.4192273890626
2014-12-16,0.88433170292844
2014-12-21,1.2552472820312
2014-12-26,1.5528099249996
2014-12-31,2.00770671797
2015-01-05,3.112272558594
2015-01-10,1.705405109375
2015-01-15,2.109169175
2015-01-20,2.36762928125
2015-01-25,2.1374945835938
2015-01-30,3.022254303126
2015-02-04,3.0644044625
2015-02-09,6.6466330375
2015-02-14,8.059680324999999
2015-02-19,7.062958924999999
2015-02-24,8.748146925
2015-03-01,6.512100737500001
2015-03-06,11.5228328
2015-03-11,11.0909304125
2015-03-16,15.4715802
2015-03-21,12.850489987500001
2015-03-26,10.789047875000001
2015-03-31,10.706512700000001
2015-04-05,11.224422087499999
2015-04-10,18.048713
2015-04-15,15.3110956625
2015-04-20,17.283772399999997
2015-04-25,20.4669152
2015-04-30,13.343926787500001
2015-05-05,22.935312
2015-05-10,19.6057742
2015-05-15,20.926281799999998
2015-05-20,26.6980126
2015-05-25,23.436554
2015-05-30,20.5763798
2015-06-04,26.720520599999997
2015-06-09,24.6926708
2015-06-14,21.5634458
2015-06-19,20.2855584
2015-06-24,19.0668858
2015-06-29,20.6605658
2015-07-04,24.958571
2015-07-09,21.823858
2015-07-14,15.9895988
2015-07-19,23.2082842
2015-07-24,21.2477634
2015-07-29,19.4112802
2015-08-03,23.5640748
2015-08-08,22.1100074
2015-08-13,20.064311600000003
2015-08-18,16.776032
