date,globrad
2011-08-29,20.120198
2011-08-30,19.63681
2011-08-31,19.082724
2011-09-01,18.115618
2011-09-02,15.494996
2011-09-03,16.254561
2011-09-04,14.525048
2011-09-05,15.623596
2011-09-06,12.419712
2011-09-07,15.712619
2011-09-08,7.226031
2011-09-09,9.733363
2011-09-10,7.1557775
2011-09-11,9.5242690625
2011-09-12,7.272993
2011-09-13,6.58523475
2011-09-14,12.3908
2011-09-15,13.752627
2011-09-16,15.440803
2011-09-17,11.299645
2011-09-18,10.374602
2011-09-19,14.347935
2011-09-20,14.925357
2011-09-21,14.053164
2011-09-22,14.194358
2011-09-23,13.986797
2011-09-24,9.0107455
2011-09-25,11.882136
2011-09-26,11.979466
2011-09-27,8.3298015
2011-09-28,5.8846280625
2011-09-29,7.6859874375
2011-09-30,8.4706620625
2011-10-01,4.138691
2011-10-02,6.1952728125
2011-10-03,9.766893
2011-10-04,2.3472789375
2011-10-05,5.465384125
2011-10-06,8.92142625
2011-10-07,7.8199925
2011-10-08,10.883316
2011-10-09,7.83769425
2011-10-10,0.84221425
2011-10-11,7.63293975
2011-10-12,5.4229460625
2011-10-13,6.011701625
2011-10-14,7.46246875
2011-10-15,6.0685621875
2011-10-16,6.49465725
2011-10-17,9.56537525
2011-10-18,2.7627049375
2011-10-19,5.3255541875
2011-10-20,8.7569753125
2011-10-21,7.8170443125
2011-10-22,6.1455825625
2011-10-23,6.8984590625
2011-10-24,3.8267513125
2011-10-25,5.83423275
2011-10-26,4.80579975
2011-10-27,4.1385598125
2011-10-28,3.494088125
2011-10-29,3.4086090625
2011-10-30,4.64478825
2011-10-31,6.684625
2011-11-01,2.0141339375
2011-11-02,3.6016986875
2011-11-03,2.7259253125
2011-11-04,2.3118479375
2011-11-05,3.8214443125
2011-11-06,6.7609468125
2011-11-07,6.3664976875
2011-11-08,3.3068151875
2011-11-09,2.6706509375
2011-11-10,3.1574450625
2011-11-11,4.14644625
2011-11-12,1.89422532813
2011-11-13,2.262143
2011-11-14,2.9644525625
2011-11-15,1.06873819922
2011-11-16,4.6760646875
2011-11-17,1.48553392578
2011-11-18,1.20674433984
2011-11-19,1.61217790625
2011-11-20,1.928714375
2011-11-21,4.513327125
2011-11-22,1.19238766016
2011-11-23,4.719931
2011-11-24,4.5853081875
2011-11-25,2.34478580469
2011-11-26,0.930220226563
2011-11-27,2.5211675
2011-11-28,1.12154946875
2011-11-29,2.061890875
2011-11-30,2.31089717969
2011-12-01,0.532869117187
2011-12-02,2.17005526172
2011-12-03,0.645772425781
2011-12-04,0.847909810791
2011-12-05,1.67876360547
2011-12-06,0.621882148438
2011-12-07,2.62672269141
2011-12-08,1.81921658203
2011-12-09,1.12082034766
2011-12-10,1.91054623047
2011-12-11,0.402265425781
2011-12-12,1.95053696875
2011-12-13,2.56350330078
2011-12-14,1.70492162891
2011-12-15,0.894122066406
2011-12-16,0.663024808594
2011-12-17,1.29988787109
2011-12-18,0.199222291016
2011-12-19,3.077702875
2011-12-20,0.306054854248
2011-12-21,0.5004265625
2011-12-22,0.209728574219
2011-12-23,1.25957975391
2011-12-24,2.11764496094
2011-12-25,3.00387957812
2011-12-26,1.31284373437
2011-12-27,1.85802039062
2011-12-28,3.0194565625
2011-12-29,3.198384875
2011-12-30,0.355928020752
2011-12-31,0.712880113281
2012-01-01,1.09937680859
2012-01-02,1.47078166406
2012-01-03,1.78931183594
2012-01-04,1.83485294922
2012-01-05,0.344573410156
2012-01-06,0.524584730469
2012-01-07,0.58265709375
2012-01-08,0.108567982178
2012-01-09,0.360705832031
2012-01-10,0.344863863281
2012-01-11,1.02750463672
2012-01-12,0.647668882813
2012-01-13,0.404228828125
2012-01-14,1.6640724375
2012-01-15,2.5179838125
2012-01-16,2.675160125
2012-01-17,1.6148235
2012-01-18,2.379414875
2012-01-19,3.717641
2012-01-20,3.3479484375
2012-01-21,2.3952780625
2012-01-22,3.704432125
2012-01-23,1.21157978906
2012-01-24,4.0066705
2012-01-25,5.610095875
2012-01-26,4.8466184375
2012-01-27,5.9651848125
2012-01-28,5.8497684375
2012-01-29,3.3531033125
2012-01-30,5.992445375
2012-01-31,5.408471625
2012-02-01,6.2941648125
2012-02-02,5.40622075
2012-02-03,5.2465336875
2012-02-04,3.8364686875
2012-02-05,6.6257279375
2012-02-06,6.2412618125
2012-02-07,7.6263036875
2012-02-08,7.02715325
2012-02-09,5.1552155625
2012-02-10,5.4457675
2012-02-11,7.7629750625
2012-02-12,5.4471345625
2012-02-13,7.3550645
2012-02-14,3.092864125
2012-02-15,4.9117735625
2012-02-16,1.3170741875
2012-02-17,3.6416023125
2012-02-18,6.424333375
2012-02-19,6.8690283125
2012-02-20,9.4243691875
2012-02-21,4.0191713125
2012-02-22,3.2714553125
2012-02-23,3.809392125
2012-02-24,1.4643285625
2012-02-25,2.2345688125
2012-02-26,3.963820375
2012-02-27,5.299777
2012-02-28,7.1511515
2012-02-29,5.0040804375
2012-03-01,9.278737
2012-03-02,12.115849
2012-03-03,11.011457
2012-03-04,6.3104023125
2012-03-05,6.489262
2012-03-06,6.33751625
2012-03-07,9.139561
2012-03-08,12.050602
2012-03-09,10.697649
2012-03-10,11.585209
2012-03-11,6.4161083125
2012-03-12,9.2104245625
2012-03-13,12.875414
2012-03-14,12.959823
2012-03-15,12.391576
2012-03-16,13.815491
2012-03-17,11.265535
2012-03-18,15.72084
2012-03-19,15.377429
2012-03-20,14.605431
2012-03-21,9.207378
2012-03-22,15.481584
2012-03-23,2.619555
2012-03-24,15.848046
2012-03-25,6.6857435625
2012-03-26,3.4283049375
2012-03-27,16.926088
2012-03-28,14.816509
2012-03-29,10.0446759375
2012-03-30,13.534565
2012-03-31,7.227804
2012-04-01,10.318305
2012-04-02,18.107508
2012-04-03,16.788249
2012-04-04,14.518433
2012-04-05,16.05768
2012-04-06,18.057342
2012-04-07,10.587855
2012-04-08,9.74378
2012-04-09,11.65331
2012-04-10,12.426111
2012-04-11,13.475019
2012-04-12,4.5529681875
2012-04-13,9.731086
2012-04-14,16.717134
2012-04-15,13.180627
2012-04-16,14.55174
2012-04-17,18.322254
2012-04-18,13.909672
2012-04-19,16.378168
2012-04-20,15.573105
2012-04-21,16.576859
2012-04-22,17.058752
2012-04-23,16.485273
2012-04-24,17.627419
2012-04-25,20.855579
2012-04-26,20.128674
2012-04-27,22.470783
2012-04-28,23.322742
2012-04-29,23.355923
2012-04-30,21.412058
2012-05-01,22.953713
2012-05-02,24.874548
2012-05-03,24.786248
2012-05-04,22.67001
2012-05-05,19.558329
2012-05-06,20.065222
2012-05-07,18.629627
2012-05-08,19.699277
2012-05-09,19.330783
2012-05-10,20.551471
2012-05-11,21.912977
2012-05-12,24.526156
2012-05-13,21.546148
2012-05-14,23.423251
2012-05-15,24.662709
2012-05-16,24.869181
2012-05-17,17.858938
2012-05-18,18.500355
2012-05-19,25.417376
2012-05-20,27.133041
2012-05-21,26.720151
2012-05-22,22.277304
2012-05-23,20.046841
2012-05-24,26.376123
2012-05-25,17.329196
2012-05-26,17.021693
2012-05-27,27.81948
2012-05-28,24.117857
2012-05-29,20.590767
2012-05-30,15.574966
2012-05-31,23.634558
2012-06-01,19.282767
2012-06-02,13.747659
2012-06-03,23.109904
2012-06-04,12.092423625
2012-06-05,19.62842
2012-06-06,22.230942
2012-06-07,22.282055
2012-06-08,17.065253
2012-06-09,27.876045
2012-06-10,18.877599
2012-06-11,23.793526
2012-06-12,24.31669
2012-06-13,22.886222
2012-06-14,26.105772
2012-06-15,20.325475
2012-06-16,21.571147
2012-06-17,20.482989
2012-06-18,25.816425
2012-06-19,27.334597
2012-06-20,20.197047
2012-06-21,27.861251
2012-06-22,26.50511
2012-06-23,24.177729
2012-06-24,22.902073
2012-06-25,28.416067
2012-06-26,22.292933
2012-06-27,22.806353
2012-06-28,21.881817
2012-06-29,20.552074
2012-06-30,23.680638
2012-07-01,23.84206
2012-07-02,25.541055
2012-07-03,26.51744
2012-07-04,19.669601
2012-07-05,23.626465
2012-07-06,25.251653
2012-07-07,23.705499
2012-07-08,27.069424
2012-07-09,28.149907
2012-07-10,27.761071
2012-07-11,24.528794
2012-07-12,20.81724
2012-07-13,21.29471
2012-07-14,27.434317
2012-07-15,21.239717
2012-07-16,18.605932
2012-07-17,11.332245
2012-07-18,20.345937
2012-07-19,19.378285
2012-07-20,19.700438
2012-07-21,25.037951
2012-07-22,19.888177
2012-07-23,21.608723
2012-07-24,26.10577
2012-07-25,25.389478
2012-07-26,24.928548
2012-07-27,23.428881
2012-07-28,21.046926
2012-07-29,25.564734
2012-07-30,25.456793
2012-07-31,25.412611
2012-08-01,23.71387
2012-08-02,17.457036
2012-08-03,18.106738
2012-08-04,18.75272
2012-08-05,20.548236
2012-08-06,21.248417
2012-08-07,22.307569
2012-08-08,18.950191
2012-08-09,20.193627
2012-08-10,20.143803
2012-08-11,19.712421
2012-08-12,18.396373
2012-08-13,15.553237
2012-08-14,21.615145
2012-08-15,16.832656
2012-08-16,18.41115
2012-08-17,14.958999
2012-08-18,18.084668
2012-08-19,12.574487
2012-08-20,15.142885
2012-08-21,10.19868825
2012-08-22,21.537702
2012-08-23,13.754024
2012-08-24,19.44733
2012-08-25,4.353034
2012-08-26,18.075515
2012-08-27,18.59471
2012-08-28,11.1300085625
2012-08-29,6.04246725
2012-08-30,3.5444289375
2012-08-31,17.100065
2012-09-01,18.373386
2012-09-02,16.512182
2012-09-03,14.63503
2012-09-04,16.123126
2012-09-05,17.123616
2012-09-06,16.066033
2012-09-07,9.079799
2012-09-08,12.242911
2012-09-09,8.706859
2012-09-10,13.505122
2012-09-11,15.283831
2012-09-12,16.252541
2012-09-13,16.509446
2012-09-14,16.214741
2012-09-15,11.644002
2012-09-16,5.885222
2012-09-17,14.777664
2012-09-18,12.409987
2012-09-19,14.498172
2012-09-20,14.960775
2012-09-21,14.731937
2012-09-22,12.494435
2012-09-23,7.331992875
2012-09-24,11.24249
2012-09-25,13.042002
2012-09-26,10.372626
2012-09-27,12.88396
2012-09-28,12.952158
2012-09-29,11.756562
2012-09-30,8.6223219375
2012-10-01,11.112766
2012-10-02,11.314725
2012-10-03,11.030611
2012-10-04,8.0414828125
2012-10-05,5.6103741875
2012-10-06,9.473607
2012-10-07,10.1177503125
2012-10-08,9.2308799375
2012-10-09,0.957746117188
2012-10-10,7.003315375
2012-10-11,8.242907
2012-10-12,0.444454113251
2012-10-13,6.2941114375
2012-10-14,8.5677109375
2012-10-15,1.5608288125
2012-10-16,3.4228284375
2012-10-17,5.7165964375
2012-10-18,4.39948625
2012-10-19,7.2112875625
2012-10-20,7.0764781875
2012-10-21,5.6963553125
2012-10-22,6.904954875
2012-10-23,1.8867955625
2012-10-24,3.5286616875
2012-10-25,4.935915875
2012-10-26,2.5208268125
2012-10-27,7.6153460625
2012-10-28,1.60374625391
2012-10-29,2.2215021875
2012-10-30,1.207559
2012-10-31,1.5136803125
2012-11-01,3.45227175
2012-11-02,6.0634893125
2012-11-03,1.69167592578
2012-11-04,5.8612616875
2012-11-05,1.8062546875
2012-11-06,0.6665035625
2012-11-07,3.0157100625
2012-11-08,2.4449643125
2012-11-09,2.2717
2012-11-10,2.7415103125
2012-11-11,5.0826326875
2012-11-12,4.9236314375
2012-11-13,0.753901652344
2012-11-14,3.7316096875
2012-11-15,1.21130689844
2012-11-16,2.900784375
2012-11-17,2.1508598125
2012-11-18,2.0582729375
2012-11-19,4.0834675625
2012-11-20,2.62243625
2012-11-21,2.754821
2012-11-22,4.2457766875
2012-11-23,4.413592125
2012-11-24,4.2067144375
2012-11-25,2.30899436719
2012-11-26,1.46988912891
2012-11-27,1.53342227734
2012-11-28,0.507958839844
2012-11-29,0.826450878906
2012-11-30,1.26018784399
2012-12-01,1.92651650781
2012-12-02,0.861305121094
2012-12-03,0.929201664063
2012-12-04,0.849658085938
2012-12-05,2.45771420313
2012-12-06,1.09523414062
2012-12-07,0.239067388916
2012-12-08,1.12635792969
2012-12-09,2.08837010938
2012-12-10,0.908164777344
2012-12-11,2.513272875
2012-12-12,2.356682125
2012-12-13,0.304110195312
2012-12-14,0.6988023125
2012-12-15,3.2534561875
2012-12-16,3.5929191875
2012-12-17,2.79875496094
2012-12-18,3.319251875
2012-12-19,3.51097825
2012-12-20,3.45890525
2012-12-21,2.75520325
2012-12-22,1.61535054688
2012-12-23,2.3456529375
2012-12-24,3.0947383125
2012-12-25,2.04163653516
2012-12-26,0.175332549316
2012-12-27,0.158416
2012-12-28,1.22001587109
2012-12-29,2.7317016875
2012-12-30,3.076213125
2012-12-31,3.0957683125
2013-01-01,0.3738715
2013-01-02,3.0594886875
2013-01-03,0.588883152344
2013-01-04,1.05654314063
2013-01-05,0.366595707031
2013-01-06,0.487112464844
2013-01-07,1.03812296484
2013-01-08,1.540518875
2013-01-09,2.298547125
2013-01-10,2.235315625
2013-01-11,0.85106825
2013-01-12,1.94611921875
2013-01-13,2.9860665
2013-01-14,2.933643375
2013-01-15,3.6455531875
2013-01-16,0.819749265625
2013-01-17,0.529617917969
2013-01-18,1.221922375
2013-01-19,1.50360964062
2013-01-20,1.08168597266
2013-01-21,1.84605510547
2013-01-22,1.20325150781
2013-01-23,1.84559936719
2013-01-24,2.3275073125
2013-01-25,3.2896235625
2013-01-26,4.691470375
2013-01-27,5.432282125
2013-01-28,1.4297971875
2013-01-29,1.448685375
2013-01-30,1.536611125
2013-01-31,2.5730985625
2013-02-01,1.722822625
2013-02-02,2.562888125
2013-02-03,1.03431300391
2013-02-04,1.0860196875
2013-02-05,3.58733575
2013-02-06,3.34410325
2013-02-07,2.136513125
2013-02-08,2.437527875
2013-02-09,2.095128875
2013-02-10,2.706573
2013-02-11,2.83923925
2013-02-12,3.58685475
2013-02-13,4.4870531875
2013-02-14,3.8612501875
2013-02-15,3.6380396875
2013-02-16,5.0901458125
2013-02-17,4.8265824375
2013-02-18,6.529113875
2013-02-19,6.314366875
2013-02-20,6.4072575625
2013-02-21,6.6518509375
2013-02-22,7.4142145
2013-02-23,9.37139
2013-02-24,10.456626
2013-02-25,10.582947
2013-02-26,10.902545
2013-02-27,9.730677
2013-02-28,9.3175516875
2013-03-01,5.0693763125
2013-03-02,8.239931125
2013-03-03,5.8079833125
2013-03-04,5.9869685
2013-03-05,12.863669
2013-03-06,9.929869
2013-03-07,11.402359
2013-03-08,10.025882
2013-03-09,9.93194925
2013-03-10,10.051642
2013-03-11,3.883483125
2013-03-12,13.331367
2013-03-13,11.699445
2013-03-14,8.191922
2013-03-15,3.7602438125
2013-03-16,12.175811
2013-03-17,14.172183
2013-03-18,11.024449
2013-03-19,15.607184
2013-03-20,1.9827459375
2013-03-21,14.203462
2013-03-22,11.665331
2013-03-23,2.2823486875
2013-03-24,3.1767514375
2013-03-25,11.004633
2013-03-26,17.319566
2013-03-27,19.548623
2013-03-28,19.189119
2013-03-29,19.658819
2013-03-30,11.598033
2013-03-31,7.22772
2013-04-01,16.114693
2013-04-02,6.6597751875
2013-04-03,15.141155
2013-04-04,18.342102
2013-04-05,15.785555
2013-04-06,6.731291
2013-04-07,10.152578
2013-04-08,16.768557
2013-04-09,21.301908
2013-04-10,20.553752
2013-04-11,15.815465
2013-04-12,17.089816
2013-04-13,17.37478
2013-04-14,13.178867
2013-04-15,21.277522
2013-04-16,21.630296
2013-04-17,21.134946
2013-04-18,21.782532
2013-04-19,21.848759
2013-04-20,21.981252
2013-04-21,13.249877
2013-04-22,18.961658
2013-04-23,22.160949
2013-04-24,18.183624
2013-04-25,15.066036
2013-04-26,23.623373
2013-04-27,19.696431
2013-04-28,21.65038
2013-04-29,21.508864
2013-04-30,18.551799
2013-05-01,14.55631
2013-05-02,23.311827
2013-05-03,24.362213
2013-05-04,21.671399
2013-05-05,21.502359
2013-05-06,25.133487
2013-05-07,25.29368
2013-05-08,25.180758
2013-05-09,25.310995
2013-05-10,24.78443
2013-05-11,24.928619
2013-05-12,23.449103
2013-05-13,25.086299
2013-05-14,19.557864
2013-05-15,20.823466
2013-05-16,22.700352
2013-05-17,23.684385
2013-05-18,23.736156
2013-05-19,24.479911
2013-05-20,20.268676
2013-05-21,19.323736
2013-05-22,19.258781
2013-05-23,23.345394
2013-05-24,18.91579
2013-05-25,12.173956
2013-05-26,22.875039
2013-05-27,19.762022
2013-05-28,15.263592
2013-05-29,22.23646
2013-05-30,22.982954
2013-05-31,26.017758
2013-06-01,23.344585
2013-06-02,12.268304
2013-06-03,13.408228
2013-06-04,22.389349
2013-06-05,23.024572
2013-06-06,27.729286
2013-06-07,26.864149
2013-06-08,24.321622
2013-06-09,21.786638
2013-06-10,23.282537
2013-06-11,23.765906
2013-06-12,21.967591
2013-06-13,24.778092
2013-06-14,27.068431
2013-06-15,24.802885
2013-06-16,21.544593
2013-06-17,19.368509
2013-06-18,24.874943
2013-06-19,19.103538
2013-06-20,26.951194
2013-06-21,26.301796
2013-06-22,22.929878
2013-06-23,18.990286
2013-06-24,21.214351
2013-06-25,23.247907
2013-06-26,22.432918
2013-06-27,24.461011
2013-06-28,23.027137
2013-06-29,23.42803
2013-06-30,20.677061
2013-07-01,13.852334
2013-07-02,22.553086
2013-07-03,27.565659
2013-07-04,21.145377
2013-07-05,25.089441
2013-07-06,21.025722
2013-07-07,23.116234
2013-07-08,20.992571
2013-07-09,20.278852
2013-07-10,25.086155
2013-07-11,21.021552
2013-07-12,21.026265
2013-07-13,19.29722
2013-07-14,20.312884
2013-07-15,18.58668
2013-07-16,18.488119
2013-07-17,21.185751
2013-07-18,26.571491
2013-07-19,22.86788
2013-07-20,17.712764
2013-07-21,20.030882
2013-07-22,18.253334
2013-07-23,18.812856
2013-07-24,13.969481
2013-07-25,21.757702
2013-07-26,15.145027
2013-07-27,16.411314
2013-07-28,15.043224
2013-07-29,18.560648
2013-07-30,16.36288
2013-07-31,19.61808
2013-08-01,19.97792
2013-08-02,23.31336
2013-08-03,15.193067
2013-08-04,14.772525
2013-08-05,11.114271
2013-08-06,16.733284
2013-08-07,18.666509
2013-08-08,19.5654
2013-08-09,22.932563
2013-08-10,22.400898
2013-08-11,19.71041
2013-08-12,20.599415
2013-08-13,19.824751
2013-08-14,20.041938
2013-08-15,17.511657
2013-08-16,20.949489
2013-08-17,21.077436
2013-08-18,21.501186
2013-08-19,21.756464
2013-08-20,19.722312
2013-08-21,20.033172
2013-08-22,20.33946
2013-08-23,18.520831
2013-08-24,17.314161
2013-08-25,17.828019
2013-08-26,12.833422
2013-08-27,11.996614
2013-08-28,8.88618
2013-08-29,5.2177121875
2013-08-30,11.765654
2013-08-31,10.465376
2013-09-01,9.033394
2013-09-02,13.271892
2013-09-03,10.403703625
2013-09-04,12.223493
2013-09-05,5.392767625
2013-09-06,7.735227
2013-09-07,11.140094
2013-09-08,5.277842
2013-09-09,10.318845
2013-09-10,14.348362
2013-09-11,14.276557
2013-09-12,14.903788
2013-09-13,6.096903
2013-09-14,6.599873375
2013-09-15,8.238889
2013-09-16,8.800940875
2013-09-17,11.921195
2013-09-18,10.262922
2013-09-19,4.36910925
2013-09-20,6.5416538125
2013-09-21,6.9787695625
2013-09-22,5.855232
2013-09-23,1.37859396875
2013-09-24,3.3138940625
2013-09-25,7.478981
2013-09-26,10.099388
2013-09-27,3.4797046875
2013-09-28,7.146022
2013-09-29,9.947564
2013-09-30,9.475856
2013-10-01,9.829049125
2013-10-02,10.198225
2013-10-03,8.1556123125
2013-10-04,6.4645535625
2013-10-05,7.7460744375
2013-10-06,6.8560015
2013-10-07,11.462944
2013-10-08,5.179677
2013-10-09,4.9627398125
2013-10-10,9.1018945625
2013-10-11,7.3870491875
2013-10-12,7.6462376875
2013-10-13,7.5482229375
2013-10-14,7.6739533125
2013-10-15,4.6350279375
2013-10-16,1.79685043506
2013-10-17,5.591624625
2013-10-18,4.40694267969
2013-10-19,3.9792614375
2013-10-20,8.6860985625
2013-10-21,1.26967691797
2013-10-22,2.2295283125
2013-10-23,8.7336436875
2013-10-24,8.149110875
2013-10-25,3.29303376953
2013-10-26,7.416138875
2013-10-27,1.11433183203
2013-10-28,4.23152170703
2013-10-29,6.9193006875
2013-10-30,5.0047585625
2013-10-31,5.534652625
2013-11-01,6.2483074375
2013-11-02,2.3503035625
2013-11-03,1.19150445313
2013-11-04,2.05497892578
2013-11-05,3.1424841875
2013-11-06,6.133850375
2013-11-07,2.67193691797
2013-11-08,4.0594330625
2013-11-09,1.90522135938
2013-11-10,5.271792125
2013-11-11,4.0682301875
2013-11-12,2.27880282812
2013-11-13,1.4650363125
2013-11-14,0.612504351563
2013-11-15,4.01158125
2013-11-16,2.31175924609
2013-11-17,2.03475375
2013-11-18,5.09192675
2013-11-19,4.83560675
2013-11-20,4.7521355625
2013-11-21,2.12013589453
2013-11-22,0.719708792969
2013-11-23,2.90963155859
2013-11-24,2.4943138125
2013-11-25,2.68970501562
2013-11-26,0.890192921875
2013-11-27,1.57266426563
2013-11-28,0.341630365479
2013-11-29,2.19252839453
2013-11-30,2.123708375
2013-12-01,0.608043925781
2013-12-02,1.99367623828
2013-12-03,3.6398553125
2013-12-04,2.87958296875
2013-12-05,0.53114771875
2013-12-06,1.37246525781
2013-12-07,3.08220061328
2013-12-08,1.98715086719
2013-12-09,2.1009823125
2013-12-10,1.68347037891
2013-12-11,3.1719584375
2013-12-12,1.60551828125
2013-12-13,1.31406323828
2013-12-14,2.4891858125
2013-12-15,2.82763628906
2013-12-16,3.15203355859
2013-12-17,1.07163185547
2013-12-18,1.73503666406
2013-12-19,1.52621698437
2013-12-20,1.67749333984
2013-12-21,1.21871948437
2013-12-22,1.69890308203
2013-12-23,1.47689137891
2013-12-24,1.74565390234
2013-12-25,1.22144917188
2013-12-26,2.57888120703
2013-12-27,1.29111564844
2013-12-28,0.846598289063
2013-12-29,1.80207915234
2013-12-30,1.28780322266
2013-12-31,2.4132688125
2014-01-01,1.83495098438
