date,globrad
2011-01-31,2.6717367043849998
2011-02-28,6.102744799107143
2011-03-31,11.830587528225806
2011-04-30,16.086268716666666
2011-05-31,20.686695689516128
2011-06-30,21.859434733333334
2011-07-31,20.680795387096772
2011-08-31,16.850882183467743
2011-09-30,11.788444429166667
2011-10-31,6.0458254334677415
2011-11-30,2.8761370492191003
2011-12-31,1.4382120463788386
2012-01-31,2.4774313243997743
2012-02-29,5.219613183189655
2012-03-31,10.821760318548387
2012-04-30,15.798146939583335
2012-05-31,22.079945032258063
2012-06-30,22.336633420833333
2012-07-31,23.215496193548386
2012-08-31,16.660716161290324
2012-09-30,13.207830993750001
2012-10-31,5.692428737398355
2012-11-30,2.768735083341467
2012-12-31,1.9547984604575162
2013-01-31,1.8770327919607421
2013-02-28,5.168604680943214
2013-03-31,10.38751191935484
2013-04-30,17.777286406250003
2013-05-31,21.99928293548387
2013-06-30,22.645177566666668
2013-07-31,20.05617629032258
2013-08-31,17.502111489919354
2013-09-30,8.543715228125
2013-10-31,6.232378644074516
2013-11-30,2.8182122930418667
2013-12-31,1.8719584969752903
2014-01-31,2.6858380500252257
2014-02-28,5.692392417410715
2014-03-31,12.134603635080644
2014-04-30,16.972753284505334
2014-05-31,22.020898645161292
2014-06-30,21.03602991875
2014-07-31,22.522896806451612
2014-08-31,18.131078223790322
2014-09-30,13.060377502083334
2014-10-31,8.276125128906129
2014-11-30,3.2597440391928
2014-12-31,1.6895653217928774
