date,relhumid
2011-01-31,0.867425583354613
2011-02-28,0.7768323861425357
2011-03-31,0.7663640082450646
2011-04-30,0.6433194444443999
2011-05-31,0.5954032258063549
2011-06-30,0.6062777777778667
2011-07-31,0.626559139784871
2011-08-31,0.680833333333387
2011-09-30,0.7335277777778333
2011-10-31,0.8086424731183226
2011-11-30,0.8149806763284999
2011-12-31,0.8953091397849677
2012-01-31,0.8454704301074516
2012-02-29,0.8091829085457242
2012-03-31,0.7894027582982258
2012-04-30,0.7140833333333333
2012-05-31,0.5404301075268387
2012-06-30,0.6437499999999666
2012-07-31,0.6135215053763549
2012-08-31,0.696061827957
2012-09-30,0.7065416666667
2012-10-31,0.8111962365591936
2012-11-30,0.8552361111111666
2012-12-31,0.8122081085080323
2013-01-31,0.8829640253573225
2013-02-28,0.85303571428575
2013-03-31,0.7811635725007097
2013-04-30,0.5720555555555666
2013-05-31,0.5832661290322902
2013-06-30,0.6185277777777666
2013-07-31,0.672069892473129
2013-08-31,0.6821102150537096
2013-09-30,0.8418611111110667
2013-10-31,0.7877553763441291
2013-11-30,0.8308194444444
2013-12-31,0.8614810446682257
2014-01-31,0.8386615938992903
2014-02-28,0.8164151021081071
2014-03-31,0.6969758064516128
2014-04-30,0.5624305555555666
2014-05-31,0.5602688172043871
2014-06-30,0.6123611111110333
2014-07-31,0.5229032258064517
2014-08-31,0.5843413978494517
2014-09-30,0.6120972222222334
2014-10-31,0.6191532258064193
2014-11-30,0.7711391859774334
2014-12-31,0.873561827957
